"Region","District","PMA","Metro","TDA Market","Segments","Gender","Make","Model","Series","Est Household Income","Enhanced Ethnic Groups","Specific Ethnic Groups","Luxury and Non Luxury","Country","Count"
"BOSTON","BOSTON - 0","UNAS MA - ","UNASSIGNED-13","UNASSIGNED","NEAR LUXURY COUPE","FEMALE","AUDI","A5","PRM","NOT APPLICABLE","OTHER","JEWISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY","FEMALE","AUDI","A3","PRE","NOT APPLICABLE","WESTERN EUROPEAN","ITALIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY","MALE","ACURA","ILX","PRM","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY","MALE","AUDI","A3","PRE","NOT APPLICABLE","UNCODED","UNCODED","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY","MALE","AUDI","A3","PRE","NOT APPLICABLE","WESTERN EUROPEAN","ITALIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","PRESTIGE LUXURY","MALE","AUDI","A8","L","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY COUPE","MALE","AUDI","A5","PPS","NOT APPLICABLE","HISPANIC","COLOMBIA","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY COUPE","MALE","AUDI","A5","PRM","NOT APPLICABLE","EURASIAN","ARMENIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY COUPE","MALE","AUDI","A5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","FEMALE","ACURA","TLX","TEC","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","FEMALE","AUDI","A4","PRM","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","ACURA","TLX","ADV","NOT APPLICABLE","WESTERN EUROPEAN","BELGIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","ACURA","TLX","UND","NOT APPLICABLE","EASTERN EUROPEAN","POLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","2.0","NOT APPLICABLE","WESTERN EUROPEAN","ITALIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","PPS","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","PRM","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","PRS","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","PRS","NOT APPLICABLE","WESTERN EUROPEAN","SCOTCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4 ALLROAD","ALL","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4 ALLROAD","ALL","NOT APPLICABLE","WESTERN EUROPEAN","FRENCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY","FEMALE","AUDI","A6","PPS","NOT APPLICABLE","WESTERN EUROPEAN","FRENCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY","MALE","AUDI","A6","PPS","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY","MALE","AUDI","A6","PRM","NOT APPLICABLE","WESTERN EUROPEAN","ITALIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY","MALE","AUDI","A6","PRM","NOT APPLICABLE","WESTERN EUROPEAN","WELSH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY","UNKNOWN","AUDI","A6","PRE","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","FEMALE","ACURA","RDX","ADV","NOT APPLICABLE","WESTERN EUROPEAN","PORTUGUESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","FEMALE","AUDI","Q3","PRP","NOT APPLICABLE","ASIAN","INDIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","MALE","ACURA","RDX","ADV","NOT APPLICABLE","WESTERN EUROPEAN","FRENCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","MALE","ACURA","RDX","TEC","NOT APPLICABLE","WESTERN EUROPEAN","DUTCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","MALE","ACURA","RDX","TEC","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","MALE","AUDI","Q3","PRP","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","UNKNOWN","ACURA","RDX","TEC","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","ACURA","MDX","TEC","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","AUDI","Q5","PRM","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","AUDI","Q5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","FRENCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","AUDI","Q5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","ACURA","MDX","UND","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","AUDI","Q5","PRM","NOT APPLICABLE","UNCODED","UNCODED","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","AUDI","Q5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","AUDI","Q5","PRS","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","UNKNOWN","ACURA","MDX","ADV","NOT APPLICABLE","UNCODED","UNCODED","LUXURY","USA","2"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","UNKNOWN","ACURA","MDX","TEC","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","UNKNOWN","ACURA","MDX","UND","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","UNKNOWN","AUDI","Q5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","FEMALE","AUDI","Q7","PPS","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","FEMALE","AUDI","Q7","PRE","NOT APPLICABLE","UNCODED","UNCODED","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","FEMALE","AUDI","Q7","PRE","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","FEMALE","AUDI","Q7","PRE","NOT APPLICABLE","WESTERN EUROPEAN","ITALIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","MALE","AUDI","Q7","PPS","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ACTON TOYOTA LITTLETON - 20114","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","MALE","AUDI","Q7","PRS","NOT APPLICABLE","WESTERN EUROPEAN","FRENCH","LUXURY","USA","2"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","ACURA","TLX","UND","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","2.0","NOT APPLICABLE","EASTERN EUROPEAN","POLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","UNKNOWN","ACURA","TLX","MTL","NOT APPLICABLE","HISPANIC","EL SALVADOR","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","UNKNOWN","ACURA","TLX","UND","NOT APPLICABLE","WESTERN EUROPEAN","DUTCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","FEMALE","ACURA","RDX","ADV","NOT APPLICABLE","WESTERN EUROPEAN","ITALIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","FEMALE","ACURA","RDX","UND","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","UNKNOWN","ACURA","RDX","UND","NOT APPLICABLE","HISPANIC","DOMINICAN REPUBLIC","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","ACURA","MDX","TEC","NOT APPLICABLE","HISPANIC","EL SALVADOR","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","AUDI","Q5","PRS","NOT APPLICABLE","WESTERN EUROPEAN","GERMAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","UNKNOWN","ACURA","MDX","ADV","NOT APPLICABLE","HISPANIC","DOMINICAN REPUBLIC","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","UNKNOWN","AUDI","Q5","PRM","NOT APPLICABLE","EURASIAN","RUSSIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","FEMALE","AUDI","Q7","PRS","NOT APPLICABLE","HISPANIC","PUERTO RICO","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","MALE","AUDI","Q7","PRE","NOT APPLICABLE","HISPANIC","HISPANIC","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","MALE","AUDI","Q7","PRE","NOT APPLICABLE","WESTERN EUROPEAN","SCOTCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","ATLANTIC TOYOTA - 20093","BOSTON SM","NEW ENGLAND TDA","MID LUXURY SUV","UNKNOWN","AUDI","Q7","PRS","NOT APPLICABLE","UNCODED","UNCODED","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY","FEMALE","ACURA","ILX","PRM","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY","FEMALE","AUDI","A3","PRE","NOT APPLICABLE","AFRICAN AMERICAN","AFRICAN AMERICAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY","FEMALE","AUDI","A3","PRE","NOT APPLICABLE","EURASIAN","RUSSIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY","MALE","AUDI","A3","PRP","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY","UNKNOWN","AUDI","A3","PRE","NOT APPLICABLE","WESTERN EUROPEAN","FRENCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","PRESTIGE LUXURY COUPE","MALE","ASTON MARTIN","DB11","UND","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY COUPE","FEMALE","AUDI","A5","PPS","NOT APPLICABLE","WESTERN EUROPEAN","GERMAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY COUPE","FEMALE","AUDI","A5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","ITALIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY COUPE","FEMALE","AUDI","A5","PRS","NOT APPLICABLE","WESTERN EUROPEAN","GERMAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY COUPE","MALE","AUDI","A5","PRM","NOT APPLICABLE","OTHER","JEWISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY COUPE","MALE","AUDI","A5","PRS","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","FEMALE","AUDI","A4","2.0","NOT APPLICABLE","WESTERN EUROPEAN","FRENCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","FEMALE","AUDI","A4","PPS","NOT APPLICABLE","EASTERN EUROPEAN","POLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","FEMALE","AUDI","A4 ALLROAD","ALL","NOT APPLICABLE","WESTERN EUROPEAN","NORWEGIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","ACURA","TLX","TEC","NOT APPLICABLE","OTHER","JEWISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","ALFA ROMEO","GIULIA","TIQ","NOT APPLICABLE","WESTERN EUROPEAN","SCOTCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","2.0","NOT APPLICABLE","WESTERN EUROPEAN","GERMAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","PPS","NOT APPLICABLE","ASIAN","INDONESIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","PPS","NOT APPLICABLE","HISPANIC","PUERTO RICO","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","PRM","NOT APPLICABLE","AFRICAN AMERICAN","HAITI","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4","PRM","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","MALE","AUDI","A4 ALLROAD","ALL","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","UNKNOWN","ACURA","TLX","TLX","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY","UNKNOWN","ACURA","TLX","UND","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","MID LUXURY","MALE","ACURA","RLX","ADV","NOT APPLICABLE","HISPANIC","VENEZUELA","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","MID LUXURY","MALE","AUDI","A6","PPS","NOT APPLICABLE","ASIAN","INDIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","MID LUXURY","UNKNOWN","ACURA","RLX","ADV","NOT APPLICABLE","UNCODED","UNCODED","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","MID LUXURY","UNKNOWN","AUDI","A6","PRS","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","FEMALE","ACURA","RDX","ADV","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","FEMALE","ACURA","RDX","TEC","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","MALE","AUDI","Q3","PRP","NOT APPLICABLE","HISPANIC","PUERTO RICO","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","MALE","AUDI","Q3","PRP","NOT APPLICABLE","WESTERN EUROPEAN","ENGLISH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","ENTRY LUXURY SUV","UNKNOWN","ACURA","RDX","ADV","NOT APPLICABLE","ASIAN","CHINESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","AUDI","Q5","PRM","NOT APPLICABLE","ASIAN","KOREAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","AUDI","Q5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","FRENCH","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","AUDI","Q5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","IRISH","LUXURY","USA","2"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","AUDI","Q5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","ITALIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","AUDI","Q5","PRM","NOT APPLICABLE","WESTERN EUROPEAN","SCOTCH","LUXURY","USA","2"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","FEMALE","AUDI","Q5","PRS","NOT APPLICABLE","WESTERN EUROPEAN","GERMAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","ACURA","MDX","TEC","NOT APPLICABLE","WESTERN EUROPEAN","GERMAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","AUDI","Q5","PRM","NOT APPLICABLE","ASIAN","VIETNAMESE","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","AUDI","Q5","PRM","NOT APPLICABLE","EASTERN EUROPEAN","LITHUANIAN","LUXURY","USA","1"
"BOSTON","BOSTON - 1","HERB CHAMBERS TOY BSTN - 20126","BOSTON SM","NEW ENGLAND TDA","NEAR LUXURY SUV","MALE","AUDI","Q5","PRM","NOT APPLICABLE","EURASIAN","ARMENIAN","LUXURY","USA","1"
